user_id,education,experience,user_location,user_skill,skills_required,job_title,relevance_score,selected,salary
205,Master,9,Alexandria,Java;Machine Learning;C++,Machine Learning;TensorFlow;PyTorch,Machine Learning Engineer,0.33,0,118688
206,Bachelor,2,Cairo,HTML;Deep Learning;Machine Learning;Java;C++,SQL;Deep Learning;NLP,Data Scientist,0.33,0,65076
207,Bachelor,13,Cairo,Java;Deep Learning;CSS,NLP;Machine Learning;SQL,Data Scientist,0.0,0,122715
208,Bachelor,13,Giza,PyTorch;CSS;SQL,PyTorch;NLP;Deep Learning,AI Engineer,0.33,0,137372
209,Bachelor,9,Port Said,C++;Java;PyTorch;NLP;Machine Learning;SQL,CSS;Java;HTML,Software Developer,0.33,0,99783
210,Bachelor,7,Giza,HTML;Java;C++;Machine Learning,Deep Learning;Machine Learning;NLP,Data Scientist,0.33,0,98093
211,Bachelor,10,Giza,NLP;TensorFlow;JavaScript;C++;Machine Learning,JavaScript;C++;CSS,Software Developer,0.67,1,101665
212,Bachelor,12,Port Said,PyTorch;TensorFlow;HTML;SQL;Deep Learning,Deep Learning;TensorFlow;Machine Learning,Machine Learning Engineer,0.67,1,124525
213,Bachelor,6,Luxor,TensorFlow;CSS;Python;HTML,NLP;Machine Learning;Python,AI Engineer,0.33,0,96546
214,Master,13,Giza,TensorFlow;Machine Learning;SQL;PyTorch,PyTorch;NLP;TensorFlow,AI Engineer,0.67,1,143173
215,Bachelor,15,Luxor,CSS;PyTorch;NLP;TensorFlow;Python;JavaScript,Python;JavaScript;Java,Software Developer,0.67,1,133610
216,Bachelor,7,Port Said,TensorFlow;JavaScript;Python;NLP,CSS;Java;JavaScript,Software Developer,0.33,0,90805
217,Bachelor,7,Luxor,HTML;Deep Learning;NLP;PyTorch,Machine Learning;Python;NLP,AI Engineer,0.33,0,103175
218,Bachelor,13,Cairo,PyTorch;C++;Deep Learning,HTML;CSS;C++,Software Developer,0.33,0,119806
219,Bachelor,11,Giza,HTML;PyTorch;Deep Learning,Machine Learning;Python;NLP,Data Scientist,0.0,0,111052
220,Bachelor,10,Cairo,PyTorch;SQL;CSS;C++,Machine Learning;TensorFlow;NLP,AI Engineer,0.0,0,119415
221,PhD,7,Giza,C++;TensorFlow;NLP;JavaScript,NLP;SQL;Deep Learning,Data Scientist,0.33,0,112862
222,Bachelor,12,Cairo,SQL;Machine Learning;Java;JavaScript,Machine Learning;PyTorch;Deep Learning,AI Engineer,0.33,0,134113
223,Bachelor,8,Giza,JavaScript;NLP;PyTorch;TensorFlow;Java,HTML;CSS;C++,Software Developer,0.0,0,90402
224,Master,9,Luxor,TensorFlow;C++;Deep Learning,SQL;Machine Learning;Python,Data Scientist,0.0,0,119172
225,Bachelor,4,Luxor,NLP;JavaScript;C++;PyTorch;CSS;Java,PyTorch;Machine Learning;Deep Learning,Machine Learning Engineer,0.33,0,87524
226,Bachelor,9,Alexandria,Deep Learning;HTML;JavaScript;Python,Java;CSS;C++,Software Developer,0.0,0,102006
227,Bachelor,12,Luxor,NLP;TensorFlow;HTML;PyTorch;JavaScript;SQL,Python;TensorFlow;PyTorch,AI Engineer,0.67,1,126789
228,Master,7,Port Said,Machine Learning;SQL;CSS,C++;CSS;JavaScript,Software Developer,0.33,0,101099
229,Bachelor,3,Luxor,Machine Learning;CSS;Deep Learning,Deep Learning;SQL;NLP,Data Scientist,0.33,0,70277
230,Bachelor,7,Port Said,HTML;Machine Learning;Deep Learning,Deep Learning;Python;NLP,Data Scientist,0.33,0,99514
231,Bachelor,11,Luxor,C++;JavaScript;PyTorch;SQL;CSS;NLP,NLP;Machine Learning;Deep Learning,Data Scientist,0.33,0,119981
232,Bachelor,5,Port Said,Machine Learning;JavaScript;PyTorch;CSS;Java,NLP;Python;Machine Learning,AI Engineer,0.33,0,92718
233,Master,4,Alexandria,C++;Deep Learning;SQL;NLP,Machine Learning;Deep Learning;TensorFlow,Machine Learning Engineer,0.33,0,98182
234,Bachelor,14,Cairo,NLP;CSS;Machine Learning,CSS;Python;HTML,Software Developer,0.33,0,122542
235,Bachelor,2,Giza,Java;CSS;NLP;SQL;JavaScript,NLP;Machine Learning;TensorFlow,AI Engineer,0.33,0,81763
236,Master,10,Luxor,JavaScript;HTML;Deep Learning;Python,Python;Deep Learning;NLP,Data Scientist,0.67,1,116688
237,Bachelor,5,Giza,Python;NLP;SQL;C++;Machine Learning;Java,Java;HTML;JavaScript,Software Developer,0.33,0,84700
238,Bachelor,5,Cairo,TensorFlow;Machine Learning;SQL;NLP;Java;Deep Learning,Python;SQL;Deep Learning,Data Scientist,0.67,1,86740
239,Bachelor,7,Luxor,Python;PyTorch;Deep Learning;Java;NLP;JavaScript,NLP;Python;Deep Learning,AI Engineer,1.0,1,101250
240,Bachelor,3,Cairo,Deep Learning;Machine Learning;C++;NLP;JavaScript,Python;TensorFlow;PyTorch,AI Engineer,0.0,0,80696
241,Master,5,Giza,PyTorch;SQL;C++;NLP;HTML,Python;PyTorch;Deep Learning,AI Engineer,0.33,0,108116
242,Master,12,Port Said,Deep Learning;C++;SQL;Machine Learning;Java;HTML,Python;Java;HTML,Software Developer,0.67,1,122749
243,Bachelor,6,Giza,TensorFlow;Python;SQL;HTML;NLP,SQL;Deep Learning;Machine Learning,Data Scientist,0.33,0,92525
244,Bachelor,0,Port Said,C++;NLP;JavaScript;TensorFlow;Deep Learning,NLP;Python;TensorFlow,AI Engineer,0.67,0,65952
245,Bachelor,0,Port Said,Python;PyTorch;NLP;CSS,Python;JavaScript;CSS,Software Developer,0.67,0,52805
246,Bachelor,12,Cairo,Machine Learning;Java;PyTorch;TensorFlow,Deep Learning;TensorFlow;Machine Learning,AI Engineer,0.67,1,130578
247,Bachelor,2,Port Said,PyTorch;SQL;Python;TensorFlow;Java;CSS,Deep Learning;Python;SQL,Data Scientist,0.67,0,68361
248,Master,5,Cairo,PyTorch;C++;Python,NLP;Machine Learning;TensorFlow,AI Engineer,0.0,0,106071
249,Bachelor,4,Port Said,Python;Deep Learning;NLP,JavaScript;Java;HTML,Software Developer,0.0,0,76542
250,Master,2,Giza,CSS;Deep Learning;Python;HTML;C++;PyTorch,Machine Learning;Python;TensorFlow,AI Engineer,0.33,0,86612
251,Bachelor,0,Cairo,SQL;Python;HTML,CSS;C++;JavaScript,Software Developer,0.0,0,53296
252,PhD,1,Luxor,SQL;Deep Learning;PyTorch;NLP;TensorFlow;C++,NLP;Machine Learning;Python,Data Scientist,0.33,0,84781
253,Bachelor,1,Alexandria,CSS;Python;NLP;Java,Deep Learning;PyTorch;Machine Learning,Machine Learning Engineer,0.0,0,67029
254,Bachelor,14,Cairo,SQL;Machine Learning;JavaScript;TensorFlow;PyTorch,Deep Learning;TensorFlow;Python,Machine Learning Engineer,0.33,0,131593
255,Master,7,Alexandria,NLP;Python;SQL,Python;Java;HTML,Software Developer,0.33,0,99247
256,Bachelor,12,Port Said,SQL;CSS;PyTorch,TensorFlow;Python;PyTorch,Machine Learning Engineer,0.33,0,127597
257,Master,2,Cairo,CSS;NLP;Deep Learning;HTML,NLP;Python;Machine Learning,Data Scientist,0.33,0,75178
258,Bachelor,12,Cairo,NLP;TensorFlow;C++,Machine Learning;PyTorch;TensorFlow,AI Engineer,0.33,0,125452
259,PhD,12,Port Said,HTML;Machine Learning;SQL;Java;JavaScript,TensorFlow;Python;Deep Learning,AI Engineer,0.0,0,152053
260,Bachelor,14,Giza,NLP;Java;CSS;Deep Learning;SQL,Deep Learning;TensorFlow;Machine Learning,Machine Learning Engineer,0.33,0,137970
261,Master,2,Alexandria,PyTorch;JavaScript;Python;SQL;Deep Learning,Python;Deep Learning;Machine Learning,AI Engineer,0.67,0,91316
262,Bachelor,1,Port Said,C++;Python;NLP;HTML;SQL,Deep Learning;Python;NLP,Data Scientist,0.67,0,60512
263,Bachelor,1,Alexandria,SQL;NLP;Deep Learning;Java,Java;Python;JavaScript,Software Developer,0.33,0,63804
264,Bachelor,14,Alexandria,Deep Learning;Java;Python,Python;Machine Learning;Deep Learning,Machine Learning Engineer,0.67,1,138140
265,Bachelor,12,Giza,NLP;TensorFlow;PyTorch,Machine Learning;Deep Learning;TensorFlow,AI Engineer,0.33,0,131739
266,Bachelor,14,Alexandria,JavaScript;PyTorch;TensorFlow,PyTorch;Machine Learning;NLP,AI Engineer,0.33,0,141048
267,Bachelor,15,Cairo,Machine Learning;NLP;C++,Machine Learning;PyTorch;Deep Learning,Machine Learning Engineer,0.33,0,144810
268,PhD,0,Giza,HTML;CSS;PyTorch;Deep Learning;TensorFlow,Deep Learning;Machine Learning;Python,Machine Learning Engineer,0.33,0,83993
269,Bachelor,7,Cairo,Python;HTML;CSS;Deep Learning;SQL,Python;Deep Learning;TensorFlow,AI Engineer,0.67,1,107192
270,Bachelor,1,Alexandria,Deep Learning;C++;TensorFlow;SQL;PyTorch;NLP,JavaScript;Java;HTML,Software Developer,0.0,0,55260
271,PhD,4,Luxor,HTML;CSS;Machine Learning;C++,Python;PyTorch;TensorFlow,Machine Learning Engineer,0.0,0,102689
272,Bachelor,7,Cairo,Python;Deep Learning;JavaScript;SQL;C++;HTML,Machine Learning;Python;TensorFlow,AI Engineer,0.33,0,104885
273,Bachelor,4,Cairo,Java;Deep Learning;NLP;PyTorch;TensorFlow,HTML;C++;JavaScript,Software Developer,0.0,0,71026
274,Master,13,Giza,C++;CSS;JavaScript;Deep Learning;SQL,NLP;Machine Learning;TensorFlow,AI Engineer,0.0,0,149219
275,Bachelor,0,Luxor,JavaScript;Python;C++;Deep Learning;SQL;CSS,Deep Learning;SQL;NLP,Data Scientist,0.67,0,63416
276,Master,7,Port Said,C++;TensorFlow;Java;Deep Learning;HTML,Machine Learning;SQL;Python,Data Scientist,0.0,0,103466
277,Master,11,Port Said,PyTorch;Python;TensorFlow,TensorFlow;PyTorch;Python,Machine Learning Engineer,1.0,1,131628
278,Master,15,Giza,CSS;NLP;Java;HTML;SQL,NLP;Python;TensorFlow,AI Engineer,0.33,0,151480
279,Bachelor,10,Port Said,Java;Deep Learning;C++,Machine Learning;Python;Deep Learning,Machine Learning Engineer,0.33,0,113156
280,PhD,2,Port Said,PyTorch;Python;NLP;C++;JavaScript;Java,Python;Machine Learning;NLP,Data Scientist,0.67,0,91623
281,PhD,13,Luxor,TensorFlow;Machine Learning;PyTorch;SQL;Java,Deep Learning;NLP;Python,Data Scientist,0.0,0,140909
282,Bachelor,0,Giza,Machine Learning;TensorFlow;JavaScript,Machine Learning;Python;TensorFlow,Machine Learning Engineer,0.67,0,69479
283,Bachelor,9,Cairo,Java;Machine Learning;NLP;HTML;CSS;Deep Learning,Java;JavaScript;CSS,Software Developer,0.67,1,101043
284,Bachelor,12,Port Said,HTML;Python;Machine Learning;PyTorch,Deep Learning;Machine Learning;TensorFlow,Machine Learning Engineer,0.33,0,120084
285,Bachelor,4,Cairo,TensorFlow;Deep Learning;CSS,PyTorch;Machine Learning;Deep Learning,Machine Learning Engineer,0.33,0,88289
286,Bachelor,12,Luxor,CSS;TensorFlow;HTML;SQL;JavaScript;C++,Deep Learning;Python;Machine Learning,Data Scientist,0.0,0,118659
287,Bachelor,4,Cairo,C++;PyTorch;SQL;JavaScript;TensorFlow;Python,Python;TensorFlow;PyTorch,Machine Learning Engineer,1.0,1,85903
288,PhD,4,Luxor,Deep Learning;Java;TensorFlow;NLP;CSS,HTML;JavaScript;CSS,Software Developer,0.33,0,93918
289,PhD,0,Luxor,Java;NLP;C++;JavaScript;PyTorch;Python,Machine Learning;NLP;SQL,Data Scientist,0.33,0,79555
290,Bachelor,15,Luxor,Python;C++;Machine Learning;NLP;TensorFlow;JavaScript,Python;TensorFlow;Machine Learning,Machine Learning Engineer,1.0,1,141158
291,Master,1,Giza,Deep Learning;Python;PyTorch;Machine Learning;CSS,CSS;Java;C++,Software Developer,0.33,0,66053
292,Bachelor,14,Port Said,PyTorch;NLP;JavaScript;Java;SQL,Machine Learning;TensorFlow;Deep Learning,Machine Learning Engineer,0.0,0,134664
293,Bachelor,11,Cairo,Java;Machine Learning;CSS;NLP,TensorFlow;PyTorch;Python,AI Engineer,0.0,0,126836
294,Bachelor,6,Cairo,Python;HTML;PyTorch;Deep Learning,Machine Learning;PyTorch;NLP,AI Engineer,0.33,0,102119
295,Bachelor,3,Cairo,Deep Learning;HTML;JavaScript;TensorFlow,NLP;TensorFlow;Machine Learning,AI Engineer,0.33,0,81622
296,Bachelor,8,Cairo,Python;NLP;PyTorch;C++;SQL,PyTorch;Deep Learning;TensorFlow,AI Engineer,0.33,0,108091
297,Bachelor,13,Luxor,TensorFlow;Python;HTML,PyTorch;Deep Learning;Python,AI Engineer,0.33,0,138164
298,Bachelor,9,Port Said,NLP;Deep Learning;HTML;Machine Learning;SQL;JavaScript,Python;JavaScript;CSS,Software Developer,0.33,0,96555
299,Bachelor,0,Luxor,CSS;TensorFlow;JavaScript;Machine Learning;PyTorch,Deep Learning;Python;SQL,Data Scientist,0.0,0,58623
300,PhD,10,Port Said,TensorFlow;PyTorch;Machine Learning;SQL;C++,Python;TensorFlow;NLP,AI Engineer,0.33,0,142592
301,Master,4,Cairo,Machine Learning;PyTorch;NLP;JavaScript;CSS;Deep Learning,NLP;SQL;Deep Learning,Data Scientist,0.67,1,90247
302,Master,7,Luxor,TensorFlow;Deep Learning;CSS;Machine Learning;C++;NLP,Machine Learning;Python;NLP,AI Engineer,0.67,1,119345
303,Bachelor,8,Luxor,TensorFlow;Deep Learning;Java;SQL,C++;HTML;CSS,Software Developer,0.0,0,90134
304,Master,10,Port Said,JavaScript;Machine Learning;HTML;Java;PyTorch,NLP;Python;SQL,Data Scientist,0.0,0,118860
305,Master,3,Giza,NLP;Python;C++;JavaScript;SQL,CSS;JavaScript;Python,Software Developer,0.67,1,75859
306,Bachelor,5,Cairo,Deep Learning;TensorFlow;C++;PyTorch;Python;HTML,Deep Learning;Machine Learning;Python,Machine Learning Engineer,0.67,1,92312
307,Bachelor,5,Giza,C++;JavaScript;NLP,TensorFlow;PyTorch;Machine Learning,Machine Learning Engineer,0.0,0,92981
308,Bachelor,1,Luxor,PyTorch;Deep Learning;Python;TensorFlow,Python;PyTorch;Deep Learning,AI Engineer,1.0,0,74619
309,Bachelor,11,Port Said,Java;NLP;CSS;Machine Learning,Python;PyTorch;Machine Learning,AI Engineer,0.33,0,124722
310,PhD,14,Luxor,NLP;TensorFlow;C++;Deep Learning;HTML,C++;Python;CSS,Software Developer,0.33,0,144332
311,Bachelor,7,Alexandria,PyTorch;Python;JavaScript;CSS,Python;Machine Learning;PyTorch,AI Engineer,0.67,1,103915
312,Bachelor,8,Luxor,JavaScript;Python;Java,Python;NLP;SQL,Data Scientist,0.33,0,103002
313,Bachelor,3,Luxor,HTML;C++;SQL;Python;Machine Learning,Python;Deep Learning;TensorFlow,Machine Learning Engineer,0.33,0,78222
314,Master,4,Giza,CSS;JavaScript;Java,Java;Python;CSS,Software Developer,0.67,1,86271
315,Bachelor,6,Port Said,Deep Learning;NLP;Machine Learning;C++,NLP;Deep Learning;Python,Data Scientist,0.67,1,94422
316,Master,15,Port Said,Python;PyTorch;Java;JavaScript,Machine Learning;Python;Deep Learning,Machine Learning Engineer,0.33,0,149240
317,Bachelor,3,Port Said,HTML;Machine Learning;TensorFlow;PyTorch,Python;SQL;NLP,Data Scientist,0.0,0,79647
318,Master,11,Port Said,PyTorch;Java;TensorFlow;Python;CSS;NLP,PyTorch;Deep Learning;Machine Learning,AI Engineer,0.33,0,138209
319,Bachelor,14,Luxor,PyTorch;Java;Deep Learning;JavaScript;C++,Deep Learning;NLP;SQL,Data Scientist,0.33,0,125900
320,Bachelor,12,Giza,TensorFlow;C++;Java;PyTorch;Python;NLP,Python;NLP;TensorFlow,AI Engineer,1.0,1,127258
321,Master,14,Alexandria,Deep Learning;JavaScript;Python;C++;HTML;SQL,Deep Learning;NLP;Python,Data Scientist,0.67,1,143022
322,Bachelor,10,Cairo,TensorFlow;Deep Learning;CSS;JavaScript,Deep Learning;SQL;NLP,Data Scientist,0.33,0,114214
323,Bachelor,12,Alexandria,Python;TensorFlow;C++,TensorFlow;Machine Learning;Python,Machine Learning Engineer,0.67,1,128003
324,Master,10,Alexandria,Machine Learning;Python;CSS;SQL;NLP,Machine Learning;Python;PyTorch,Machine Learning Engineer,0.67,1,127468
325,Bachelor,14,Cairo,HTML;Deep Learning;Java;PyTorch;Python;CSS,TensorFlow;Python;Deep Learning,Machine Learning Engineer,0.67,1,135190
326,Bachelor,2,Luxor,CSS;PyTorch;SQL;HTML;Deep Learning,Java;C++;CSS,Software Developer,0.33,0,61599
327,Bachelor,15,Port Said,Java;PyTorch;SQL;Python;Deep Learning;C++,JavaScript;Python;HTML,Software Developer,0.33,0,128541
328,Master,1,Alexandria,C++;NLP;Java;Machine Learning;SQL;JavaScript,Deep Learning;SQL;NLP,Data Scientist,0.67,0,78663
329,Master,6,Port Said,NLP;Python;JavaScript,Deep Learning;NLP;Machine Learning,Data Scientist,0.33,0,104278
330,Bachelor,4,Giza,CSS;Python;PyTorch,PyTorch;TensorFlow;Deep Learning,Machine Learning Engineer,0.33,0,86641
331,Master,5,Luxor,PyTorch;C++;Java;NLP,JavaScript;CSS;Python,Software Developer,0.0,0,92724
332,PhD,7,Port Said,Deep Learning;Machine Learning;HTML;C++;CSS;SQL,Python;JavaScript;HTML,Software Developer,0.33,0,113294
333,Master,6,Alexandria,JavaScript;Machine Learning;Deep Learning;C++,TensorFlow;PyTorch;Machine Learning,AI Engineer,0.33,0,108400
334,Master,11,Luxor,JavaScript;PyTorch;NLP;CSS;Machine Learning;TensorFlow,Python;PyTorch;TensorFlow,Machine Learning Engineer,0.67,1,126591
335,Bachelor,1,Cairo,Machine Learning;C++;PyTorch;JavaScript,Python;Machine Learning;Deep Learning,AI Engineer,0.33,0,79280
336,Master,1,Port Said,Java;JavaScript;CSS;SQL;NLP;PyTorch,Python;Java;CSS,Software Developer,0.67,0,72639
337,Bachelor,10,Luxor,Python;Machine Learning;SQL,Machine Learning;Deep Learning;TensorFlow,Machine Learning Engineer,0.33,0,113184
338,Bachelor,6,Alexandria,HTML;C++;Java;TensorFlow;CSS,Deep Learning;Python;SQL,Data Scientist,0.0,0,91856
339,Bachelor,8,Alexandria,JavaScript;Machine Learning;Python;Deep Learning,Machine Learning;Python;TensorFlow,Machine Learning Engineer,0.67,1,103028
340,PhD,1,Luxor,HTML;JavaScript;CSS;Deep Learning;Java,JavaScript;C++;Python,Software Developer,0.33,0,78516
341,Bachelor,5,Giza,Java;Deep Learning;SQL;JavaScript;TensorFlow;C++,HTML;C++;CSS,Software Developer,0.33,0,77443
342,PhD,0,Cairo,HTML;SQL;JavaScript;TensorFlow;Python,CSS;Java;Python,Software Developer,0.33,0,71224
343,Bachelor,9,Cairo,CSS;PyTorch;HTML;JavaScript;Python,Python;C++;HTML,Software Developer,0.67,1,98946
344,Bachelor,3,Alexandria,TensorFlow;Java;SQL,PyTorch;NLP;Python,AI Engineer,0.0,0,88983
345,Bachelor,13,Cairo,Python;HTML;Deep Learning;PyTorch,Python;NLP;Deep Learning,Data Scientist,0.67,1,121187
346,Master,2,Luxor,Machine Learning;NLP;TensorFlow;HTML,TensorFlow;Deep Learning;Python,Machine Learning Engineer,0.33,0,88360
347,Bachelor,3,Luxor,TensorFlow;JavaScript;Java,Python;Machine Learning;Deep Learning,Data Scientist,0.0,0,79785
348,Bachelor,9,Luxor,Machine Learning;HTML;NLP,Python;TensorFlow;PyTorch,Machine Learning Engineer,0.0,0,108340
349,Bachelor,4,Giza,TensorFlow;C++;Machine Learning;Deep Learning;Python,Python;PyTorch;TensorFlow,AI Engineer,0.67,1,92337
350,Bachelor,12,Luxor,Machine Learning;SQL;Deep Learning,NLP;TensorFlow;Deep Learning,AI Engineer,0.33,0,129991
351,Bachelor,7,Luxor,SQL;Java;C++;Python;HTML,Machine Learning;Python;SQL,Data Scientist,0.67,1,99389
352,Bachelor,15,Port Said,C++;TensorFlow;SQL;Java;Machine Learning,SQL;Machine Learning;NLP,Data Scientist,0.67,1,130491
353,Bachelor,9,Luxor,JavaScript;PyTorch;Deep Learning;TensorFlow,Machine Learning;Python;PyTorch,Machine Learning Engineer,0.33,0,110957
354,Bachelor,7,Giza,Deep Learning;C++;PyTorch;HTML;CSS,Deep Learning;PyTorch;Machine Learning,Machine Learning Engineer,0.67,1,100935
355,Bachelor,5,Luxor,Machine Learning;C++;CSS,Machine Learning;Python;TensorFlow,AI Engineer,0.33,0,96582
356,Master,0,Luxor,JavaScript;SQL;Python;CSS;Machine Learning;HTML,Machine Learning;Deep Learning;PyTorch,Machine Learning Engineer,0.33,0,70613
357,Bachelor,9,Alexandria,CSS;PyTorch;Java;NLP;Deep Learning;Machine Learning,SQL;NLP;Machine Learning,Data Scientist,0.67,1,103771
358,Bachelor,5,Alexandria,PyTorch;HTML;Deep Learning;Python,NLP;Deep Learning;Python,AI Engineer,0.67,1,90909
359,Bachelor,7,Cairo,CSS;Deep Learning;NLP;HTML,Python;PyTorch;Deep Learning,Machine Learning Engineer,0.33,0,99794
360,Bachelor,8,Port Said,NLP;TensorFlow;PyTorch;Deep Learning,NLP;Machine Learning;SQL,Data Scientist,0.33,0,98087
361,PhD,7,Luxor,Deep Learning;PyTorch;HTML;JavaScript;Python;Machine Learning,NLP;Deep Learning;TensorFlow,AI Engineer,0.33,0,123310
362,Bachelor,8,Alexandria,C++;PyTorch;Deep Learning;Java,NLP;Machine Learning;Python,AI Engineer,0.0,0,109716
363,Bachelor,15,Giza,JavaScript;C++;NLP;Python,Python;Deep Learning;TensorFlow,AI Engineer,0.33,0,145727
364,Bachelor,1,Luxor,Python;C++;Machine Learning;TensorFlow,PyTorch;Python;Deep Learning,Machine Learning Engineer,0.33,0,68213
365,Master,9,Cairo,HTML;JavaScript;PyTorch;TensorFlow,Deep Learning;NLP;PyTorch,AI Engineer,0.33,0,121896
366,Master,5,Luxor,C++;TensorFlow;Deep Learning;HTML;Java,NLP;PyTorch;Deep Learning,AI Engineer,0.33,0,104396
367,Bachelor,6,Luxor,C++;JavaScript;Java;PyTorch;HTML;Machine Learning,NLP;Python;Deep Learning,Data Scientist,0.0,0,86211
368,Bachelor,4,Luxor,TensorFlow;PyTorch;NLP,Deep Learning;Python;PyTorch,Machine Learning Engineer,0.33,0,81918
369,Bachelor,7,Giza,Deep Learning;JavaScript;TensorFlow;Java;NLP;CSS,CSS;C++;Java,Software Developer,0.67,1,87292
370,Bachelor,13,Port Said,Python;PyTorch;JavaScript;CSS,NLP;Python;SQL,Data Scientist,0.33,0,126065
371,Master,10,Giza,Java;C++;NLP;Machine Learning;CSS,PyTorch;Deep Learning;TensorFlow,Machine Learning Engineer,0.0,0,121136
372,Bachelor,12,Alexandria,CSS;PyTorch;HTML;C++;Deep Learning;Machine Learning,Deep Learning;PyTorch;TensorFlow,Machine Learning Engineer,0.67,1,121326
373,Bachelor,12,Alexandria,PyTorch;SQL;HTML,Python;Deep Learning;NLP,AI Engineer,0.0,0,128904
374,Master,1,Alexandria,TensorFlow;Python;Java;C++;HTML;Machine Learning,Python;PyTorch;Machine Learning,Machine Learning Engineer,0.67,0,77335
375,Bachelor,2,Luxor,PyTorch;NLP;TensorFlow,Python;JavaScript;Java,Software Developer,0.0,0,67679
376,PhD,5,Giza,Python;SQL;CSS;Machine Learning;TensorFlow;PyTorch,TensorFlow;Deep Learning;Python,AI Engineer,0.67,1,111145
377,Bachelor,0,Alexandria,Machine Learning;NLP;Deep Learning,TensorFlow;Machine Learning;Deep Learning,Machine Learning Engineer,0.67,0,65543
378,Bachelor,2,Cairo,PyTorch;CSS;JavaScript;Deep Learning;TensorFlow,C++;JavaScript;Python,Software Developer,0.33,0,60365
379,Bachelor,12,Luxor,Machine Learning;C++;NLP,NLP;Python;Machine Learning,Data Scientist,0.67,1,122890
380,Bachelor,3,Luxor,CSS;JavaScript;Machine Learning;HTML;NLP,Machine Learning;Deep Learning;PyTorch,Machine Learning Engineer,0.33,0,78381
381,Master,0,Giza,Machine Learning;Java;NLP,PyTorch;Deep Learning;Machine Learning,AI Engineer,0.33,0,83204
382,Bachelor,11,Luxor,PyTorch;Machine Learning;SQL,Java;CSS;HTML,Software Developer,0.0,0,113432
383,Bachelor,5,Giza,Deep Learning;SQL;JavaScript;Machine Learning;C++,NLP;Deep Learning;TensorFlow,AI Engineer,0.33,0,98116
384,Master,8,Alexandria,SQL;PyTorch;JavaScript;Deep Learning,Python;PyTorch;TensorFlow,AI Engineer,0.33,0,124135
385,Master,15,Luxor,CSS;Python;HTML,JavaScript;HTML;CSS,Software Developer,0.67,1,143019
386,Master,8,Giza,CSS;Machine Learning;NLP;SQL,Python;TensorFlow;NLP,AI Engineer,0.33,0,117425
387,Bachelor,1,Luxor,NLP;TensorFlow;C++;HTML;Java,Deep Learning;Python;TensorFlow,Machine Learning Engineer,0.33,0,69493
388,Master,12,Luxor,Deep Learning;PyTorch;JavaScript,C++;JavaScript;HTML,Software Developer,0.33,0,124016
389,Bachelor,15,Luxor,Deep Learning;C++;HTML;NLP;SQL,Deep Learning;PyTorch;Machine Learning,Machine Learning Engineer,0.33,0,137894
390,Bachelor,5,Luxor,JavaScript;TensorFlow;SQL;Java,C++;JavaScript;CSS,Software Developer,0.33,0,84551
391,Master,6,Alexandria,HTML;Python;C++;NLP,Machine Learning;Deep Learning;PyTorch,Machine Learning Engineer,0.0,0,106813
392,Bachelor,1,Giza,PyTorch;C++;Python,Machine Learning;NLP;Python,AI Engineer,0.33,0,70349
393,Bachelor,10,Port Said,Deep Learning;CSS;TensorFlow;Machine Learning;PyTorch,Deep Learning;Python;SQL,Data Scientist,0.33,0,110636
394,Master,6,Luxor,Machine Learning;Deep Learning;TensorFlow;CSS,TensorFlow;Python;Machine Learning,Machine Learning Engineer,0.67,1,109626
395,Master,14,Alexandria,TensorFlow;Deep Learning;NLP;JavaScript,Python;SQL;Deep Learning,Data Scientist,0.33,0,143261
396,Bachelor,10,Port Said,JavaScript;TensorFlow;NLP;Machine Learning;HTML,Python;JavaScript;CSS,Software Developer,0.33,0,100402
397,Bachelor,5,Cairo,PyTorch;SQL;Machine Learning;Java,Deep Learning;NLP;Python,AI Engineer,0.0,0,98105
398,Bachelor,15,Luxor,Python;NLP;CSS,Python;Machine Learning;Deep Learning,Data Scientist,0.33,0,135820
399,Bachelor,12,Port Said,SQL;Machine Learning;HTML;C++,TensorFlow;Deep Learning;Python,AI Engineer,0.0,0,134275
400,Bachelor,11,Port Said,HTML;CSS;Machine Learning;TensorFlow;PyTorch;Java,TensorFlow;PyTorch;NLP,AI Engineer,0.67,1,123408
401,Master,13,Luxor,Deep Learning;HTML;CSS;SQL;Java,Deep Learning;PyTorch;Machine Learning,Machine Learning Engineer,0.33,0,140799
402,Bachelor,9,Cairo,CSS;C++;Deep Learning,CSS;JavaScript;Java,Software Developer,0.33,0,102730
403,Master,15,Giza,Python;NLP;Machine Learning;SQL;PyTorch,C++;CSS;JavaScript,Software Developer,0.0,0,142610
404,Bachelor,5,Giza,SQL;Machine Learning;Java;NLP;PyTorch;TensorFlow,HTML;JavaScript;Python,Software Developer,0.0,0,80919
405,Bachelor,2,Alexandria,Machine Learning;Java;HTML;JavaScript,Python;JavaScript;CSS,Software Developer,0.33,0,66893
406,Bachelor,0,Alexandria,CSS;Python;C++,Machine Learning;NLP;Python,Data Scientist,0.33,0,63259
407,Master,0,Alexandria,C++;Python;HTML,Machine Learning;NLP;PyTorch,AI Engineer,0.0,0,79627
408,Master,15,Port Said,PyTorch;Python;Deep Learning;Java;C++;TensorFlow,CSS;Java;Python,Software Developer,0.67,1,138926
409,Bachelor,8,Giza,Java;SQL;NLP,Machine Learning;Python;TensorFlow,Machine Learning Engineer,0.0,0,107143
